N;REGION;DISTRICT;COMMUNE;FOKONTANY;CENTRE DE VOTE;CODE BV;BUREAU DE VOTE
27025;MENABE;MANJA;BEHARONA;TONGARIVO EST;EPP TONGARIVO EST;640304110101;EPP TONGARIVO EST
27026;MENABE;MANJA;BEHARONA;VATOLAMPY;EPP VATOLAMPY;640304120101;EPP VATOLAMPY
27027;MENABE;MANJA;BEHARONA;VONDROVE;EPP VONDROVE;640304130101;EPP VONDROVE SALLE I
27028;MENABE;MANJA;BEHARONA;VONDROVE;EPP VONDROVE;640304130102;EPP VONDROVE SALLE II
27029;MENABE;MANJA;BEHARONA;SOMENDA;EPP SOMENDA;640304140101;EPP SOMENDA
27030;MENABE;MANJA;BEHARONA;TROBOAMBOLA;EPP TROBOAMBOLA;640304150101;EPP TROBOAMBOLA
27031;MENABE;MANJA;MANJA;AMBALANOMBY;CEG MANJA;640305010101;CEG MANJA SALLE I
27032;MENABE;MANJA;MANJA;AMBALANOMBY;CEG MANJA;640305010102;CEG MANJA SALLE II
27033;MENABE;MANJA;MANJA;ANDOHARANO;EPP ANDOHARANO;640305020101;EPP ANDOHARANO
27034;MENABE;MANJA;MANJA;ANDRANOMITERAKA;EPP ANDRANOMITERAKA;640305030101;EPP ANDRANOMITERAKA
27035;MENABE;MANJA;MANJA;ANDRANOVORINAMPELA;EPP ANDRANOVORINAMPELA;640305040101;EPP ANDRANOVORINAMPELA
27036;MENABE;MANJA;MANJA;ANDROBOTSIABO;EPP ANDROBOTSIABO;640305050101;EPP ANDROBOTSIABO
27037;MENABE;MANJA;MANJA;ANDROBOTSIABO;EPP SOALENGO;640305050201;EPP SOALENGO
27038;MENABE;MANJA;MANJA;ANTANIMAINTY OUEST;EPP ANTANIMAINTY OUEST;640305060101;EPP ANTANIMAINTY OUEST
27039;MENABE;MANJA;MANJA;MANGAMIRAFY;BUR FKT MANGAMIRAFY;640305070101;BUR FKT MANGAMIRAFY
27040;MENABE;MANJA;MANJA;MANJA I;EPP MANJA VILLE;640305080101;EPP MANJA VILLE SALLE I
27041;MENABE;MANJA;MANJA;MANJA I;EPP MANJA VILLE;640305080102;EPP MANJA VILLE SALLE II
27042;MENABE;MANJA;MANJA;MANJA I;EPP MANJA VILLE;640305080103;EPP MANJA VILLE SALLE III
27043;MENABE;MANJA;MANJA;MANJA II;EPP MANJA VILLE;640305090101;EPP MANJA VILLE SALLE IV
27044;MENABE;MANJA;MANJA;MANJA II;EPP MANJA VILLE;640305090102;EPP MANJA VILLE SALLE V
27045;MENABE;MANJA;MANJA;MANJA II;EPP MANJA VILLE;640305090103;EPP MANJA VILLE SALLE VI
27046;MENABE;MANJA;MANJA;MIARY;EPP MIARY;640305100101;EPP MIARY SALLE I
27047;MENABE;MANJA;MANJA;MIARY;EPP AMBARARATA;640305100201;EPP AMBARARATA
27048;MENABE;MANJA;MANJA;ANDASIBE;BUR FKT ANDASIBE;640305120101;BUR FKT ANDASIBE
27049;MENABE;MANJA;MANJA;ANDROTSY;BUR FKT ANDROTSY;640305130101;BUR FKT ANDROTSY
27050;MENABE;MANJA;SOASERANA;ANDERIKA;EPP ANDERIKA;640306010101;EPP ANDERIKA SALLE I
27051;MENABE;MANJA;SOASERANA;ANDERIKA;EPP ANDERIKA;640306010102;EPP ANDERIKA SALLE II
27052;MENABE;MANJA;SOASERANA;ANTEVAMENA;EPP ANTEVAMENA;640306020101;EPP ANTEVAMENA
27053;MENABE;MANJA;SOASERANA;FENOARIVO TSIENIMBOAY;EPP FENOARIVO TSIENIMBOAY;640306030101;EPP FENOARIVO TSIENIMBOAY
27054;MENABE;MANJA;SOASERANA;MIARY SOALENGO;EPP MIARY SOALENGO;640306040101;EPP MIARY SOALENGO SALLE I
27055;MENABE;MANJA;SOASERANA;MIARY SOALENGO;EPP MIARY SOALENGO;640306040102;EPP MIARY SOALENGO SALLE II
27056;MENABE;MANJA;SOASERANA;SOASERANA;EPP SOASERANA;640306050101;EPP SOASERANA SALLE I
27057;MENABE;MANJA;SOASERANA;SOASERANA;EPP SOASERANA;640306050102;EPP SOASERANA SALLE II
27058;MENABE;MANJA;SOASERANA;VOHIMARY;BUR FKT AMBOHIBASIA;640306060101;BUR FKT AMBOHIBASIA
27059;MENABE;MANJA;BETSIOKY;BESELY;BUR FKT BESELY;640307010101;BUR FKT BESELY
27060;MENABE;MANJA;BETSIOKY;BETSIOKY;EPP BETSIOKY;640307020101;EPP BETSIOKY SALLE I
27061;MENABE;MANJA;BETSIOKY;BETSIOKY;EPP BETSIOKY;640307020105;EPP BETSIOKY SALLE II
27062;MENABE;MANJA;BETSIOKY;SAHOMAREBE;BUR FKT SAHOMAREBE;640307030101;BUR FKT SAHOMAREBE
27063;MENABE;MANJA;BETSIOKY;SORITA;EPP SORITA;640307040101;EPP SORITA
27064;MENABE;MANJA;BETSIOKY;TAIMBORAKY;EPP TAIMBORAKA;640307050101;EPP TAIMBORAKA
27065;MENABE;MIANDRIVAZO;AMBATOLAHY;AMBATOLAHY I;TRANOMPOKONOLONA AMBATOLAHY;640401010101;TRANOMPOKONOLONA AMBATOLAHY SALLE I
27066;MENABE;MIANDRIVAZO;AMBATOLAHY;AMBATOLAHY I;TRANOMPOKONOLONA AMBATOLAHY;640401010102;TRANOMPOKONOLONA AMBATOLAHY SALLE II
27067;MENABE;MIANDRIVAZO;AMBATOLAHY;AMBATOLAHY I;TRANOMPOKONOLONA AMBATOLAHY;640401010103;TRANOMPOKONOLONA AMBATOLAHY SALLE III
27068;MENABE;MIANDRIVAZO;AMBATOLAHY;AMBATOLAHY I;TRANOMPOKONOLONA AMBATOLAHY;640401010104;TRANOMPOKONOLONA AMBATOLAHY SALLE IV
27069;MENABE;MIANDRIVAZO;AMBATOLAHY;ANALAMITSIVALANA;EPP ANALAMITSIVALANA;640401020101;EPP ANALAMITSIVALANA
27070;MENABE;MIANDRIVAZO;AMBATOLAHY;ANKAZOAMBO;EPP ANKAZOAMBO;640401030101;EPP ANKAZOAMBO
27071;MENABE;MIANDRIVAZO;AMBATOLAHY;ANKOTROFOTSY MAHASOA;EPP ANKOTROFOTSY MAHASOA;640401040101;EPP ANKOTROFOTSY MAHASOA
27072;MENABE;MIANDRIVAZO;AMBATOLAHY;MAHAVAVY,ANDALAMAHITSY,ANTSA;EPP MAHAVAVY;640401050101;EPP MAHAVAVY
27073;MENABE;MIANDRIVAZO;AMBATOLAHY;MORAFENO;CEG AMBATOLAHY;640401060101;CEG AMBATOLAHY Salle3
27074;MENABE;MIANDRIVAZO;AMBATOLAHY;SOASERANA / ANTEVAMENA;EPP SOASERANA;640401070101;EPP SOASERANA SALLE 1
27075;MENABE;MIANDRIVAZO;AMBATOLAHY;SOASERANA / ANTEVAMENA;EPP SOASERANA;640401070102;EPP SOASERANA SALLE 2
27076;MENABE;MIANDRIVAZO;AMBATOLAHY;TSIANDRARAFA;EPP TSIANDRARAFA;640401080101;EPP TSIANDRARAFA
27077;MENABE;MIANDRIVAZO;AMBATOLAHY;AMBATOLAHY II;CEG AMBATOLAHY;640401090101;CEG AMBATOLAHY Salle1
27078;MENABE;MIANDRIVAZO;AMBATOLAHY;AMBATOLAHY II;CEG AMBATOLAHY;640401090102;CEG AMBATOLAHY  Salle 2
27079;MENABE;MIANDRIVAZO;AMPANIHY;AMPANIHY;EPP AMPANIHY;640402010101;EPP AMPANIHY
27080;MENABE;MIANDRIVAZO;AMPANIHY;ANAHIDRANO;EPP ANAHIDRANO;640402020101;EPP ANAHIDRANO
27081;MENABE;MIANDRIVAZO;AMPANIHY;BETEVA;EPP BETEVA;640402030101;EPP BETEVA
27082;MENABE;MIANDRIVAZO;ANKAVANDRA;AMBAKAKA;BUR FKTAMBAKAKA;640403010101;BUR FKTAMBAKAKA
27083;MENABE;MIANDRIVAZO;ANKAVANDRA;AMBILORANO;BUR FKT AMBILIRANO;640403020101;BUR FKT AMBILIRANO
27084;MENABE;MIANDRIVAZO;ANKAVANDRA;AKAVANDRA NORD;TRANOMPOKONOLONA ANKAVANDRA;640403030101;TRANOMPOKONOLONA ANKAVANDRA SALLE 01
27085;MENABE;MIANDRIVAZO;ANKAVANDRA;AKAVANDRA NORD;TRANOMPOKONOLONA ANKAVANDRA;640403030102;TRANOMPOKONOLONA ANKAVANDRA SALLE 02
27086;MENABE;MIANDRIVAZO;ANKAVANDRA;AKAVANDRA SUD;BUR COMMUNE AKAVANDRA SUD;640403040101;BUR COMMUNE AKAVANDRA SUD SALLE 01
27087;MENABE;MIANDRIVAZO;ANKAVANDRA;AKAVANDRA SUD;BUR COMMUNE AKAVANDRA SUD;640403040102;BUR COMMUNE AKAVANDRA SUD SALLE 02
27088;MENABE;MIANDRIVAZO;ANKAVANDRA;ANTSAKOAMADINIKA;BUR FKT ANTSAKOAMADINIKA;640403050101;BUR FKT ANTSAKOAMADINIKA
27089;MENABE;MIANDRIVAZO;ANKAVANDRA;ANTSAKOAZATO;BUR FKT ANTSAKOAZATO;640403060101;BUR FKT ANTSAKOAZATO
27090;MENABE;MIANDRIVAZO;ANKAVANDRA;BEFE;BUR FKT BEFE;640403070101;BUR FKT BEFE
27091;MENABE;MIANDRIVAZO;ANKAVANDRA;BEMONTO;EPP BEMONTO;640403080101;EPP BEMONTO
27092;MENABE;MIANDRIVAZO;ANKAVANDRA;BEVINOA;BUR FKT BEVINOA;640403090101;BUR FKT BEVINOA
27093;MENABE;MIANDRIVAZO;ANKAVANDRA;MAROLAKA;BUR FKT MAROLAKA;640403100101;BUR FKT MAROLAKA
27094;MENABE;MIANDRIVAZO;ANKAVANDRA;MORAFENO;EPP MORAFENO;640403110101;EPP MORAFENO
27095;MENABE;MIANDRIVAZO;ANKAVANDRA;TSIANALOKA;EPP TSIANALOKA;640403120101;EPP TSIANALOKA
27096;MENABE;MIANDRIVAZO;ANKAVANDRA;TSOTABATO;EPP TSOTABATO;640403130101;EPP TSOTABATO
27097;MENABE;MIANDRIVAZO;ANKAVANDRA;FIHERENANA;EPP FIHERENENANA;640403140101;EPP FIHERENANA
27098;MENABE;MIANDRIVAZO;ANKONDROMENA;AMPANIHY OUEST;BUR FKT AMPANIHY OUEST;640404010101;BUR FKT AMPANIHY OUEST
27099;MENABE;MIANDRIVAZO;ANKONDROMENA;ANKONDROMENA;EPP ANKONDROMENA;640404020101;EPP ANKONDROMENA SALLE 1
27100;MENABE;MIANDRIVAZO;ANKONDROMENA;ANKONDROMENA;EPP ANKONDROMENA;640404020102;EPP ANKONDROMENA SALLE 2
27101;MENABE;MIANDRIVAZO;ANKONDROMENA;ANTANIMBARIBE;BUR FKT ANTANIMBARIBE;640404030101;BUR FKT ANTANIMBARIBE
27102;MENABE;MIANDRIVAZO;ANKONDROMENA;ANTSALOVABE;BUR FKT ANTSALOVABE;640404040101;BUR FKT ANTSALOVABE
27103;MENABE;MIANDRIVAZO;ANKONDROMENA;FOLAKARA NORD;EPP FOLAKARA NORD;640404050101;EPP FOLAKARA NORD
27104;MENABE;MIANDRIVAZO;ANKONDROMENA;FOLAKARA SUD;EPP FOLAKARA SUD;640404060101;EPP FOLAKARA SUD
27105;MENABE;MIANDRIVAZO;ANKONDROMENA;MAHAVELO;BUR FKT MAHAVELO;640404070101;BUR FKT MAHAVELO
27106;MENABE;MIANDRIVAZO;ANKOTROFOTSY;AMBONARA;EPP AMBONARA;640405010101;EPP AMBONARA
27107;MENABE;MIANDRIVAZO;ANKOTROFOTSY;ANKAZONDRINGITRA;EPP ANKAZONDRINGITRA;640405020101;EPP ANKAZONDRINGITRA
27108;MENABE;MIANDRIVAZO;ANKOTROFOTSY;ANKOTROFOTSY;CEG ANKOTROFOTSY;640405030101;CEG ANKOTROFOTSY
27109;MENABE;MIANDRIVAZO;ANKOTROFOTSY;ANTSOHA;EPP ANTSOHA;640405040101;EPP ANTSOHA
27110;MENABE;MIANDRIVAZO;ANKOTROFOTSY;BELOLO;EPP BELOLO;640405050101;EPP BELOLO
27111;MENABE;MIANDRIVAZO;ANKOTROFOTSY;BERAKETA;EPP BERAKETA;640405060101;EPP BERAKETA
27112;MENABE;MIANDRIVAZO;ANKOTROFOTSY;MANGARIVOTRA;EPP MANGARIVOTRA;640405070101;EPP MANGARIVOTRA
27113;MENABE;MIANDRIVAZO;ANKOTROFOTSY;MAROTONGO ANTSONDRIKA;EPP MAROTONGO ANTSONDRIKA;640405080101;EPP MAROTONGO ANTSONDRIKA
27114;MENABE;MIANDRIVAZO;ANKOTROFOTSY;SOARIVO;BUR FKT SOARIVO;640405090101;BUR FKT SOARIVO
27115;MENABE;MIANDRIVAZO;ANKOTROFOTSY;ANKERIKA;EPP ANKERIKA;640405100101;EPP ANKERIKA
27116;MENABE;MIANDRIVAZO;ANKOTROFOTSY;ANOSIMANINTSY;EPP ANOSIMAHITSY;640405110101;EPP ANOSIMAHITSY
27117;MENABE;MIANDRIVAZO;ANKOTROFOTSY;SOATANA IBOFO;EPP IBOFO;640405120101;EPP IBOFO
27118;MENABE;MIANDRIVAZO;ANKOTROFOTSY;AMBALAKIDA;EPP AMBALAKIDA;640405130101;EPP AMBALAKIDA
27119;MENABE;MIANDRIVAZO;ANKOTROFOTSY;ANKISIRA;EPP ANKISIRA;640405140101;EPP ANKISIRA
27120;MENABE;MIANDRIVAZO;ANOSIMENA;AMPIHIAKY;EPP AMPIHIAKY;640406010101;EPP AMPIHIAKY
27121;MENABE;MIANDRIVAZO;ANOSIMENA;ANIVORANO;EPP ANIVORANO;640406020101;EPP ANIVORANO
27122;MENABE;MIANDRIVAZO;ANOSIMENA;ANKILIMISAROTRA;EPP ANKILIMISAROTRA;640406030101;EPP ANKILIMISAROTRA
27123;MENABE;MIANDRIVAZO;ANOSIMENA;ANOSIMENA;EPP ANOSIMENA;640406040101;EPP ANOSIMENA
27124;MENABE;MIANDRIVAZO;ANOSIMENA;ANTSAKOAMADINIKA;EPP ANTSAKOAMADINIKA;640406050101;EPP ANTSAKOAMADINIKA SALLE 1
27125;MENABE;MIANDRIVAZO;ANOSIMENA;ANTSAKOAMADINIKA;EPP ANTSAKOAMADINIKA;640406050102;EPP ANTSAKOAMADINIKA SALLE 2
27126;MENABE;MIANDRIVAZO;ANOSIMENA;MASIAKAMPY;EPP MASIAKAMPY;640406060101;EPP MASIAKAMPY SALLE 1
27127;MENABE;MIANDRIVAZO;ANOSIMENA;MASIAKAMPY;EPP MASIAKAMPY;640406060102;EPP MASIAKAMPY SALLE 2
27128;MENABE;MIANDRIVAZO;ANOSIMENA;ANTANANTSOA;ANTANANTSOHA;640406070101;ANTANANTSOHA
27129;MENABE;MIANDRIVAZO;BEMAHATAZANA;ANKAZOMANGA;EPP ANKAZOMANGA;640407010101;EPP ANKAZOMANGA
27130;MENABE;MIANDRIVAZO;BEMAHATAZANA;ANTALAFOTSY;EPP ANTALAFOTSY;640407020101;EPP ANTALAFOTSY
27131;MENABE;MIANDRIVAZO;BEMAHATAZANA;BEMAHATAZANA;EPP BEMAHATAZANA;640407030101;EPP BEMAHATAZANA SALLE 01
27132;MENABE;MIANDRIVAZO;BEMAHATAZANA;BEMAHATAZANA;EPP BEMAHATAZANA;640407030102;EPP BEMAHATAZANA SALLE 02
27133;MENABE;MIANDRIVAZO;BEMAHATAZANA;TANAMBAO;BUR FKT TANAMBAO;640407040101;BUR FKT TANAMBAO
27134;MENABE;MIANDRIVAZO;BEMAHATAZANA;TSIANALOKA,ANKILIMANARIVO;EPP TSIANALOKA;640407050101;EPP TSIANALOKA
27135;MENABE;MIANDRIVAZO;BEMAHATAZANA;TSIENERENA;EPP TSIANERENA;640407060101;EPP TSIANERENA
27136;MENABE;MIANDRIVAZO;BEMAHATAZANA;SAHAMBANO;EPP SAHAMBANO;640407070101;EPP SAHAMBANO
27137;MENABE;MIANDRIVAZO;BETSIPOLITRA;AMBALAMANGA;BUR FKT AMBALAMANGA;640408010101;BUR FKT AMBALAMANGA
27138;MENABE;MIANDRIVAZO;BETSIPOLITRA;AMBATATA;BUR FKT AMBATATA;640408020101;BUR FKT AMBATATA
27139;MENABE;MIANDRIVAZO;BETSIPOLITRA;ANTSANDOKA;BUR FKT ANTSANDOKA;640408030101;BUR FKT ANTSANDOKA
27140;MENABE;MIANDRIVAZO;BETSIPOLITRA;BERANO AMBONY;BUR FKT BERANO AMBONY;640408040101;BUR FKT BERANO AMBONY
27141;MENABE;MIANDRIVAZO;BETSIPOLITRA;BETSIPOLITRA;EPP BETSIPOLOTRA;640408050101;EPP BETSIPOLOTRA
27142;MENABE;MIANDRIVAZO;BETSIPOLITRA;MORAFENO BOKARANO;EPP MORAFENO BOKARANA;640408060101;EPP MORAFENO BOKARANA
27143;MENABE;MIANDRIVAZO;BETSIPOLITRA;AMPOZA ANTSIMO;EPP AMPOZA;640408070101;EPP AMPOZA
27144;MENABE;MIANDRIVAZO;DABOLAVA;ANDIMAKA;EPP ANDIMAKA;640409010101;EPP ANDIMAKA SALLE 1
27145;MENABE;MIANDRIVAZO;DABOLAVA;ANDIMAKA;EPP ANDIMAKA;640409010102;EPP ANDIMAKA SALLE 2
27146;MENABE;MIANDRIVAZO;DABOLAVA;ANKIRANOMENA;EPP ANKIRANOMENA;640409020101;EPP ANKIRANOMENA SALLE 1
27147;MENABE;MIANDRIVAZO;DABOLAVA;ANKIRANOMENA;EPP ANKIRANOMENA;640409020102;EPP ANKIRANOMENA SALLE 2
27148;MENABE;MIANDRIVAZO;DABOLAVA;BETAMOTAMO;EPP BETAMOTAMO;640409030101;EPP BETAMOTAMO
27149;MENABE;MIANDRIVAZO;DABOLAVA;DABOLAVA;BUREAU COMMUNE DABOLAVA;640409040101;BUR COMMUNE DABOLAVA SALLE 1
27150;MENABE;MIANDRIVAZO;DABOLAVA;DABOLAVA;BUREAU COMMUNE DABOLAVA;640409040102;BUR COMMUNE DABOLAVA SALLE 2
27151;MENABE;MIANDRIVAZO;DABOLAVA;DABOLAVA;BUREAU COMMUNE DABOLAVA;640409040103;BUR COMMUNE DABOLAVA SALLE 3
27152;MENABE;MIANDRIVAZO;DABOLAVA;DABOLAVA;EPP SOANAFINDRA;640409040201;EPP SOANAFINDRA
27153;MENABE;MIANDRIVAZO;DABOLAVA;MADIOKELY;EPP MADIOKELY;640409050101;EPP MADIOKELY SALLE 1
27154;MENABE;MIANDRIVAZO;DABOLAVA;MADIOKELY;EPP MADIOKELY;640409050102;EPP MADIOKELY SALLE 2
27155;MENABE;MIANDRIVAZO;ISALO;ADABOZATO;EPP ADABOZATO;640410010101;EPP ADABOZATO
27156;MENABE;MIANDRIVAZO;ISALO;ANALAMBIBY;EPP ANALAMBIBY;640410020101;EPP ANALAMBIBY SALLE 1
27157;MENABE;MIANDRIVAZO;ISALO;ANALAMBIBY;EPP ANALAMBIBY;640410020102;EPP ANALAMBIBY SALLE 2
27158;MENABE;MIANDRIVAZO;ISALO;BEPEHA;EPP BEPEHA;640410030101;EPP BEPEHA
27159;MENABE;MIANDRIVAZO;ISALO;ISALO;EPP ISALO;640410040101;EPP ISALO SALLE 01
27160;MENABE;MIANDRIVAZO;ISALO;ISALO;EPP ISALO;640410040102;EPP ISALO SALLE 2
27161;MENABE;MIANDRIVAZO;ISALO;MAHATSINJO;EPP MAHATSINJO;640410050101;EPP MAHATSINJO
27162;MENABE;MIANDRIVAZO;ISALO;SOATANANA NORD;EPP SOATANANA;640410060101;EPP SOATANANA
27163;MENABE;MIANDRIVAZO;ISALO;BEORO;EPP BEORO;640410070101;EPP BEORO
27164;MENABE;MIANDRIVAZO;ISALO;ANTSIKIDA;EPP ANTSIKIDA;640410080101;EPP ANTSIKIDA
27165;MENABE;MIANDRIVAZO;ISALO;ANTANAMBAO;BUR FKT ANTANAMBAO;640410090101;BUR FKT ANTANAMBAO
27166;MENABE;MIANDRIVAZO;ISALO;BEBAKO;EPP BEBAKO;640410100101;EPP BEBAKO
27167;MENABE;MIANDRIVAZO;ITONDY;AMBOHIBARY;EPP AMBOHIBARY;640411010101;EPP AMBOHIBARY
27168;MENABE;MIANDRIVAZO;ITONDY;ANKARABO;EPP ANKARABO;640411020101;EPP ANKARABO
27169;MENABE;MIANDRIVAZO;ITONDY;BEBOZAKA;BUR FKT BEBOZAKA;640411030101;BUR FKT BEBOZAKA
27170;MENABE;MIANDRIVAZO;ITONDY;BEFOTAKA;EPP BEFOTAKA;640411040101;EPP BEFOTAKA
27171;MENABE;MIANDRIVAZO;ITONDY;ITONDY;EPP ITONDY;640411050101;EPP ITONDY
27172;MENABE;MIANDRIVAZO;ITONDY;MARERANO;EPP MARERANO;640411060101;EPP MARERANO
27173;MENABE;MIANDRIVAZO;MANAMBINA;AMBALABE;EPP AMBALABE;640412010101;EPP AMBALABE
27174;MENABE;MIANDRIVAZO;MANAMBINA;AMBARARATA;EPP AMBARARATA;640412020101;EPP AMBARARATA
27175;MENABE;MIANDRIVAZO;MANAMBINA;MAROLEFO;EPP MAROLEFO;640412030101;EPP MAROLEFO
27176;MENABE;MIANDRIVAZO;MANAMBINA;MANAMBINA;EPP MANAMBINA;640412040101;EPP MANAMBINA SALLE 1
27177;MENABE;MIANDRIVAZO;MANAMBINA;MANAMBINA;EPP MANAMBINA;640412040102;EPP MANAMBINA SALLE 2
27178;MENABE;MIANDRIVAZO;MANAMBINA;MANAMBINA;EPP MANAMBINA;640412040103;EPP MANAMBINA SALLE 3
27179;MENABE;MIANDRIVAZO;MANAMBINA;SOATANIMABARY;EPP SOATANIMABARY;640412050101;EPP SOATANIMABARY
27180;MENABE;MIANDRIVAZO;MANAMBINA;AMBOHIBARY;EPP AMBOHIBARY;640412060101;EPP AMBOHIBARY
27181;MENABE;MIANDRIVAZO;MANAMBINA;ANKABOKA;EPP ANKABOKA;640412070101;EPP ANKABOKA
27182;MENABE;MIANDRIVAZO;MANAMBINA;AMPASIFASY;EPP AMPASIFASY;640412080101;EPP AMPASIFASY
27183;MENABE;MIANDRIVAZO;MANAMBINA;ANDRAKETA;EPP ANDRAKETA;640412090101;EPP ANDRAKETA
27184;MENABE;MIANDRIVAZO;MANAMBINA;BESAKOA;EPP BESAKOA;640412100101;EPP BESAKOA
27185;MENABE;MIANDRIVAZO;MANANDAZA;ANDRAFIABE;EPP ANDRAFIABE;640413010101;EPP ANDRAFIABE
27186;MENABE;MIANDRIVAZO;MANANDAZA;ANTSAPANDRANO,ANTSINGILO,TSIAN;EPP ANTSAPANDRANO;640413020101;EPP ANTSAPANDRANO
27187;MENABE;MIANDRIVAZO;MANANDAZA;BEKADRADRAKA;EPP BEKADRADRAKA;640413030101;EPP BEKADRADRAKA
27188;MENABE;MIANDRIVAZO;MANANDAZA;DJEA;EPP DJEA;640413040101;EPP DJEA
27189;MENABE;MIANDRIVAZO;MANANDAZA;MANANDAZA;EPP MANANDAZA;640413050101;EPP MANANDAZA
27190;MENABE;MIANDRIVAZO;MANANDAZA;SAKASAROTRA,BEMOKA;EPP SAKASAROTRA;640413060101;EPP SAKASAROTRA
27191;MENABE;MIANDRIVAZO;MANANDAZA;BEAHIDRANO;EPP BEAHIDRANO;640413070101;EPP BEAHIDRANO
27192;MENABE;MIANDRIVAZO;MANANDAZA;ANKILITOKA;EPP ANKILITOKA;640413080101;EPP ANKILITOKA
27193;MENABE;MIANDRIVAZO;MANANDAZA;BESOMATY,AMBOHIBARY;EPP BESOMATY;640413090101;EPP BESOMATY
27194;MENABE;MIANDRIVAZO;MIANDRIVAZO;AMBOLOANDO;EPP AMBOLOANDO;640414020101;EPP AMBOLOANDO
27195;MENABE;MIANDRIVAZO;MIANDRIVAZO;AMPANASANA;CEG AMPANASANA;640414030101;CEG AMPANASANA SALLE 1
27196;MENABE;MIANDRIVAZO;MIANDRIVAZO;AMPANASANA;CEG AMPANASANA;640414030102;CEG AMPANASANA SALLE 2
27197;MENABE;MIANDRIVAZO;MIANDRIVAZO;AMPANASANA;CEG AMPANASANA;640414030103;CEG AMPANASANA SALLE 3
27198;MENABE;MIANDRIVAZO;MIANDRIVAZO;AMPANASANA;CEG AMPANASANA;640414030104;CEG AMPANASANA SALLE 4
27199;MENABE;MIANDRIVAZO;MIANDRIVAZO;AMPANASANA;CEG AMPANASANA;640414030105;CEG AMPANASANA SALLE 5
27200;MENABE;MIANDRIVAZO;MIANDRIVAZO;ANARABE;EPP ANARABE;640414040101;EPP ANARABE
27201;MENABE;MIANDRIVAZO;MIANDRIVAZO;ANDOLOBE;EPP ANDOLOBE;640414050101;EPP ANDOLOBE
27202;MENABE;MIANDRIVAZO;MIANDRIVAZO;ANDROMAY;EPP ANDROMAY;640414070101;EPP ANDROMAY
27203;MENABE;MIANDRIVAZO;MIANDRIVAZO;ANTANIMAINTY;BUR FKT ANTANIMAINTY;640414080101;BUR FKT ANTANIMAINTY
27204;MENABE;MIANDRIVAZO;MIANDRIVAZO;MAMOTSATANANA;EPP MAMOTSATANANA;640414100101;EPP MAMOTSATANANA
27205;MENABE;MIANDRIVAZO;MIANDRIVAZO;MIANDRIVAZO I;EPP CENTRE MIANDRIVAZO I;640414110101;EPP CENTRE MIANDRIVAZO I SALLE 1
27206;MENABE;MIANDRIVAZO;MIANDRIVAZO;MIANDRIVAZO I;EPP CENTRE MIANDRIVAZO I;640414110102;EPP CENTRE MIANDRIVAZO I SALLE 2
27207;MENABE;MIANDRIVAZO;MIANDRIVAZO;MIANDRIVAZO I;EPP CENTRE MIANDRIVAZO I;640414110103;EPP CENTRE MIANDRIVAZO I SALLE 3
27208;MENABE;MIANDRIVAZO;MIANDRIVAZO;MIANDRIVAZO II;SALLE DELEGATION POPULATION MIANDRIVAZO;640414120101;SALLE DELEGATION POPULATION MIANDRIVAZO SALLE 1
27209;MENABE;MIANDRIVAZO;MIANDRIVAZO;MIANDRIVAZO II;SALLE DELEGATION POPULATION MIANDRIVAZO;640414120102;SALLE DELEGATION POPULATION MIANDRIVAZO SALLE 2
27210;MENABE;MIANDRIVAZO;MIANDRIVAZO;TSINJORANO;EPP TSINJORANO;640414140101;EPP TSINJORANO
27211;MENABE;MIANDRIVAZO;MIANDRIVAZO;AMBONDROMBE;EPP AMBONDROMBE;640414170101;EPP AMBONDROMBE
27212;MENABE;MIANDRIVAZO;SOALOKA;AMBALABE;BUR FKT AMBALABE;640415010101;BUR FKT AMBALABE
27213;MENABE;MIANDRIVAZO;SOALOKA;AMBALAKAZAHA;EPP AMBALAKAZAHA;640415020101;EPP AMBALAKAZAHA
27214;MENABE;MIANDRIVAZO;SOALOKA;AMBALARANO;BUR FKT AMBALARANO;640415030101;BUR FKT AMBALARANO
27215;MENABE;MIANDRIVAZO;SOALOKA;AMBARARATA;BUR FKT AMBARARATA;640415040101;BUR FKT AMBARARATA
27216;MENABE;MIANDRIVAZO;SOALOKA;AMBODIRIANA;EPP AMBODIRIANA;640415050101;EPP AMBODIRIANA
27217;MENABE;MIANDRIVAZO;SOALOKA;AMBONARA NORD;BUR FKT AMBONARA NORD;640415060101;BUR FKT AMBONARA NORD
27218;MENABE;MIANDRIVAZO;SOALOKA;AMPANIHY EST;EPP AMPANIHY EST;640415070101;EPP AMPANIHY EST
27219;MENABE;MIANDRIVAZO;SOALOKA;AMPANIHY EST;EPP ANTSABOHATRA;640415070201;EPP ANTSABOHATRA
27220;MENABE;MIANDRIVAZO;SOALOKA;AMPASINDAVA;BUR FKT AMPASINDAVA;640415080101;BUR FKT AMPASINDAVA
27221;MENABE;MIANDRIVAZO;SOALOKA;ANDOLOBE;BUR FKT ANDOLOBE;640415090101;BUR FKT ANDOLOBE
27222;MENABE;MIANDRIVAZO;SOALOKA;ANKISENY;EPP ANKISENY;640415100101;EPP ANKISENY
27223;MENABE;MIANDRIVAZO;SOALOKA;BEDRIATRA;EPP BEDRIATRA;640415110101;EPP BEDRIATRA
